,laptop_ID,Company,TypeName,Inches,Ram,Memory,OpSys,Weight,Price_euros,Memory Type,Screen Width,Screen Height,Screen Type,CPU Clock Speed,GPU Type,CPU Type
832,841,Asus,Notebook,15.6,4,1024.0,Linux,2.1,519.0,HDD,1920,1080,Full HD,2.5,Nvidia,Intel
833,842,Lenovo,Notebook,14.0,8,256.0,Windows 10,1.7,1186.0,SSD,1920,1080,Full HD,2.3,Intel,Intel
834,843,Lenovo,Notebook,14.0,8,256.0,Windows 10,1.32,1650.0,SSD,1920,1080,IPS Panel,2.6,Intel,Intel
835,844,Dell,Gaming,15.6,16,256.0,Windows 10,3.21,2774.63,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
836,845,Asus,Gaming,17.3,16,256.0,Windows 10,2.9,2419.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
837,846,Toshiba,Notebook,15.6,4,500.0,Windows 10,2.0,669.0,HDD,1366,768,Plain,2.4,Intel,Intel
838,847,Lenovo,Notebook,14.0,4,16.0,Chrome OS,1.5,325.0,Flash,1366,768,Plain,1.6,Intel,Intel
839,848,Asus,Notebook,15.6,8,128.0,Windows 10,2.3,590.0,HDD,1920,1080,Full HD,2.5,Intel,Intel
840,849,Asus,Gaming,17.3,16,512.0,Windows 10,2.73,1799.0,SSD,1920,1080,Full HD,2.6,Nvidia,Intel
841,851,Dell,Gaming,17.3,32,512.0,Windows 10,4.42,3072.89,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
842,852,HP,Notebook,17.3,8,1024.0,Windows 10,2.63,910.0,HDD,1600,900,Plain,2.5,Nvidia,Intel
843,853,Dell,Notebook,15.6,8,128.0,Windows 10,2.18,713.99,SSD,1366,768,Plain,2.5,Intel,Intel
844,854,HP,Ultrabook,14.0,8,512.0,Windows 7,1.54,1870.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
845,855,Dell,Notebook,15.6,4,256.0,Windows 10,2.18,739.0,SSD,1920,1080,Full HD,2.7,AMD,Intel
846,856,HP,2 in 1 Convertible,11.6,4,32.0,Chrome OS,1.4,615.0,Flash,1366,768,Touchscreen,1.1,Intel,Intel
847,857,Asus,Ultrabook,13.3,8,512.0,Windows 10,1.45,1026.0,SSD,1920,1080,IPS Panel,2.3,Nvidia,Intel
848,858,HP,2 in 1 Convertible,13.3,8,256.0,Windows 10,1.28,2277.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
849,859,HP,Ultrabook,14.0,8,512.0,Windows 10,1.54,1468.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
850,860,HP,Notebook,15.6,4,128.0,No OS,1.86,299.0,SSD,1366,768,Plain,1.6,Intel,Intel
851,862,Asus,Gaming,15.6,16,128.0,Windows 10,2.1,1899.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
852,863,Dell,Notebook,17.3,8,1024.0,Linux,2.83,865.0,HDD,1920,1080,Full HD,2.7,AMD,Intel
853,864,Lenovo,Ultrabook,14.0,8,256.0,Windows 10,1.96,1903.0,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
854,865,Asus,Notebook,15.6,8,256.0,Windows 10,2.3,787.0,SSD,1920,1080,IPS Panel,2.7,Nvidia,Intel
855,866,Dell,Notebook,15.6,8,128.0,Windows 10,1.9,945.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
856,867,Asus,Notebook,15.6,4,1024.0,Windows 10,2.0,449.0,HDD,1366,768,Plain,1.1,Intel,Intel
857,868,HP,2 in 1 Convertible,13.3,8,256.0,Windows 10,1.28,2559.0,SSD,1920,1080,Full HD,2.8,Intel,Intel
858,869,Dell,Notebook,13.3,8,1024.0,Windows 10,1.62,649.0,HDD,1920,1080,Full HD,2.3,Intel,Intel
859,870,Lenovo,Notebook,15.6,4,1024.0,No OS,2.2,469.0,HDD,1920,1080,Full HD,2.0,Intel,Intel
860,871,Lenovo,Notebook,15.6,8,1024.0,Windows 10,2.3,850.66,HDD,1920,1080,IPS Panel,2.5,Intel,Intel
861,872,HP,Notebook,15.6,8,256.0,Windows 10,1.84,1349.0,SSD,1920,1080,Full HD,2.6,AMD,Intel
862,873,Toshiba,Notebook,13.3,4,128.0,Windows 10,1.05,1285.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
863,874,Lenovo,Gaming,15.6,8,1024.0,No OS,2.5,1017.0,HDD,1920,1080,IPS Panel,2.5,Nvidia,Intel
864,875,Dell,Ultrabook,13.3,16,512.0,Windows 10,1.29,2240.0,SSD,3200,1800,Quad HD+,2.5,Intel,Intel
865,876,HP,Notebook,15.6,4,500.0,Windows 10,2.07,910.0,HDD,1920,1080,Full HD,2.3,Intel,Intel
866,877,Toshiba,Ultrabook,13.3,8,256.0,Windows 10,1.2,1095.0,SSD,1366,768,Plain,2.3,Intel,Intel
867,878,Lenovo,2 in 1 Convertible,13.3,8,256.0,Windows 10,1.37,1950.0,SSD,1920,1080,IPS Panel,2.7,Intel,Intel
868,879,Acer,Notebook,14.0,8,256.0,Windows 10,1.56,902.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
869,880,Dell,Workstation,15.6,8,1024.0,Windows 10,2.23,1778.0,HDD,1920,1080,Full HD,2.8,Nvidia,Intel
870,881,Lenovo,Notebook,15.6,4,500.0,Windows 10,2.38,1055.0,HDD,1366,768,Plain,2.5,Intel,Intel
871,882,Lenovo,Notebook,15.6,4,1024.0,No OS,2.2,479.0,HDD,1920,1080,Full HD,2.0,AMD,Intel
872,883,Toshiba,Notebook,15.6,8,256.0,Windows 10,2.0,1388.0,SSD,1920,1080,IPS Panel,2.7,Intel,Intel
873,884,Lenovo,Notebook,13.3,4,180.0,Windows 10,1.44,735.0,SSD,1920,1080,IPS Panel,2.4,Intel,Intel
874,885,Samsung,Ultrabook,15.0,16,256.0,Windows 10,1.23,1849.0,SSD,1920,1080,Full HD,2.7,Nvidia,Intel
875,886,Dell,Ultrabook,12.5,8,256.0,Windows 10,1.6,1690.0,SSD,1920,1080,Full HD,2.8,Intel,Intel
876,887,Asus,Notebook,15.6,4,1024.0,Linux,2.0,398.99,HDD,1366,768,Plain,1.1,Intel,Intel
877,888,Xiaomi,Ultrabook,13.3,8,256.0,Windows 10,1.28,935.0,SSD,1920,1080,IPS Panel,2.3,Nvidia,Intel
878,889,Dell,Notebook,15.6,4,128.0,Windows 10,2.18,912.5,SSD,1920,1080,Full HD,2.5,Nvidia,Intel
879,890,HP,Notebook,15.6,4,256.0,Windows 10,2.04,839.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
880,891,HP,2 in 1 Convertible,13.3,4,256.0,Windows 10,1.28,1700.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
881,892,HP,2 in 1 Convertible,15.6,4,500.0,Windows 10,2.3,684.8,HDD,1366,768,Touchscreen,2.5,Intel,Intel
882,893,Asus,Notebook,14.1,4,32.0,Windows 10,1.65,348.0,Flash,1366,768,Plain,1.1,Intel,Intel
883,894,Lenovo,Notebook,15.6,8,1024.0,Windows 10,2.2,669.0,HDD,1920,1080,IPS Panel,2.5,Nvidia,Intel
884,895,Dell,Notebook,15.6,4,500.0,Windows 10,2.2,369.0,HDD,1366,768,Plain,1.6,Intel,Intel
885,896,HP,2 in 1 Convertible,13.3,4,256.0,Windows 10,1.28,1799.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
886,897,Dell,Notebook,15.6,4,1024.0,Linux,2.18,455.7,HDD,1366,768,Plain,2.0,AMD,Intel
887,898,Asus,Gaming,17.3,12,128.0,Windows 10,2.2,1369.9,SSD,1920,1080,Full HD,2.5,Nvidia,Intel
888,899,Acer,Netbook,11.6,4,32.0,Chrome OS,1.25,297.0,Flash,1366,768,IPS Panel,1.6,Intel,Intel
889,900,Lenovo,Notebook,17.3,4,500.0,Windows 10,2.8,379.0,HDD,1600,900,Plain,2.2,AMD,AMD
890,901,HP,Notebook,14.0,4,128.0,Windows 10,1.95,1265.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
891,902,HP,2 in 1 Convertible,13.3,16,256.0,Windows 10,1.42,1399.0,SSD,3200,1800,Quad HD+,2.7,Intel,Intel
892,903,Samsung,Ultrabook,15.0,8,256.0,Windows 10,1.17,1699.0,SSD,1920,1080,Full HD,2.7,Intel,Intel
893,904,Lenovo,Ultrabook,14.0,8,256.0,Windows 10,1.32,1799.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
894,905,MSI,Gaming,17.3,16,512.0,Windows 10,2.43,2649.0,SSD,3840,2160,IPS Panel,2.6,Nvidia,Intel
895,906,Toshiba,Notebook,13.3,8,256.0,Windows 10,1.05,1475.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
896,908,Dell,Gaming,15.6,8,1024.0,Linux,2.62,929.0,HDD,1920,1080,Full HD,2.8,Nvidia,Intel
897,909,HP,Notebook,15.6,8,1024.0,Windows 10,2.04,900.0,HDD,1920,1080,Full HD,2.7,Nvidia,Intel
898,910,Dell,Notebook,15.6,4,1024.0,Windows 10,2.18,614.0,HDD,1366,768,Plain,2.0,AMD,Intel
899,911,Dell,Notebook,15.6,8,500.0,Windows 10,1.9,935.0,HDD,1920,1080,Full HD,2.6,Intel,Intel
900,912,Dell,2 in 1 Convertible,13.3,8,512.0,Windows 10,1.24,2013.1,SSD,3200,1800,Quad HD+,1.3,Intel,Intel
901,913,Asus,Gaming,17.3,32,256.0,Windows 10,3.58,1279.0,SSD,1920,1080,IPS Panel,2.7,Nvidia,Intel
902,914,Dell,2 in 1 Convertible,13.3,16,256.0,Windows 10,1.22,1649.0,SSD,1920,1080,Full HD,1.3,Intel,Intel
903,915,Lenovo,Ultrabook,14.0,8,256.0,Windows 10,1.13,2049.0,Flash,1920,1080,IPS Panel,2.7,Intel,Intel
904,916,Lenovo,Notebook,15.6,8,512.0,Windows 10,1.95,1962.99,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
905,917,LG,Ultrabook,15.6,16,512.0,Windows 10,1.08,2099.0,SSD,1920,1080,IPS Panel,2.7,Intel,Intel
906,918,HP,Netbook,12.5,8,512.0,Windows 10,1.26,1483.0,SSD,1920,1080,Full HD,2.7,Intel,Intel
907,919,Acer,Notebook,15.6,4,16.0,Chrome OS,2.2,359.0,Flash,1920,1080,IPS Panel,1.5,Intel,Intel
908,920,Lenovo,Notebook,15.6,8,128.0,Windows 10,2.6,789.0,SSD,1920,1080,IPS Panel,2.3,Nvidia,Intel
909,922,LG,Ultrabook,14.0,8,512.0,Windows 10,0.98,1899.0,SSD,1920,1080,IPS Panel,2.7,Intel,Intel
910,923,Dell,Notebook,14.0,8,256.0,Windows 10,1.6,1205.0,SSD,1920,1080,Full HD,2.8,Intel,Intel
911,924,HP,Ultrabook,12.5,8,240.0,Windows 10,1.09,3100.0,SSD,3840,2160,4K Ultra,1.2,Intel,Intel
912,925,Lenovo,Notebook,15.6,6,256.0,Windows 10,2.2,789.0,SSD,1920,1080,Full HD,2.7,Nvidia,Intel
913,926,HP,Notebook,15.6,8,256.0,Windows 10,2.04,1018.99,SSD,1920,1080,Full HD,2.7,Nvidia,Intel
914,927,Acer,Notebook,15.6,4,1024.0,Windows 10,2.4,499.0,HDD,1920,1080,Full HD,2.4,Intel,Intel
915,928,Lenovo,Notebook,13.3,4,128.0,Windows 10,1.44,881.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
916,930,HP,Notebook,13.3,8,256.0,Windows 10,1.49,960.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
917,931,MSI,Gaming,17.3,16,256.0,Windows 10,2.7,1599.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
918,932,Dell,Gaming,15.6,16,128.0,Windows 10,2.6,1349.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
919,933,MSI,Gaming,15.6,8,128.0,Windows 10,2.2,1119.91,SSD,1920,1080,Full HD,2.5,Nvidia,Intel
920,934,Dell,Notebook,15.6,4,1024.0,Windows 10,2.18,684.99,HDD,1366,768,Plain,2.5,AMD,Intel
921,935,HP,Ultrabook,15.6,8,256.0,Windows 10,1.84,1296.99,SSD,1920,1080,Full HD,2.5,AMD,Intel
922,936,HP,Ultrabook,13.3,8,256.0,Windows 10,1.39,1149.0,SSD,3200,1800,Quad HD+,2.7,Intel,Intel
923,937,Toshiba,Notebook,15.6,16,256.0,Windows 10,2.4,1975.0,SSD,1920,1080,IPS Panel,2.6,Nvidia,Intel
924,938,Lenovo,2 in 1 Convertible,13.3,8,512.0,Windows 10,1.37,1825.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
925,939,Dell,Notebook,15.6,4,500.0,Windows 10,1.95,729.9,HDD,1366,768,Plain,2.3,Intel,Intel
926,940,Lenovo,Ultrabook,12.5,8,256.0,Windows 10,1.36,1650.0,SSD,1920,1080,IPS Panel,2.7,Intel,Intel
927,941,HP,Notebook,15.6,8,256.0,Windows 10,2.31,1165.0,SSD,1920,1080,Full HD,2.3,Intel,Intel
928,942,Dell,Notebook,15.6,4,1024.0,Windows 10,2.18,708.06,HDD,1366,768,Plain,2.5,Intel,Intel
929,943,HP,Notebook,14.0,4,500.0,Windows 10,1.95,1149.0,HDD,1366,768,Plain,2.3,Intel,Intel
930,944,Lenovo,Notebook,15.6,4,1024.0,Windows 10,2.2,309.0,HDD,1366,768,Plain,1.1,Intel,Intel
931,945,HP,Ultrabook,12.5,4,500.0,Windows 10,1.26,1579.0,HDD,1920,1080,Full HD,2.3,Intel,Intel
932,946,HP,Notebook,15.6,4,1024.0,No OS,1.86,288.9,HDD,1366,768,Plain,1.6,Intel,Intel
933,947,Lenovo,2 in 1 Convertible,13.3,16,1024.0,Windows 10,1.3,1799.0,SSD,3200,1800,IPS Panel,2.2,Intel,Intel
934,948,Toshiba,Notebook,14.0,4,128.0,Windows 10,1.47,1105.0,SSD,1920,1080,IPS Panel,2.3,Intel,Intel
935,949,HP,Netbook,12.5,8,256.0,Windows 10,1.26,1669.0,SSD,1920,1080,Full HD,2.3,Intel,Intel
936,950,Dell,Notebook,15.6,4,1024.0,Windows 10,2.18,558.6,HDD,1366,768,Plain,2.0,Intel,Intel
937,951,MSI,Gaming,15.6,8,128.0,Windows 10,2.2,1199.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
938,952,Dell,Ultrabook,14.0,8,256.0,Windows 10,1.36,1639.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
939,953,Dell,Gaming,17.3,16,512.0,Windows 10,4.36,2758.0,SSD,2560,1440,Plain,2.7,Nvidia,Intel
940,954,HP,Gaming,17.3,8,128.0,Windows 10,2.75,1399.0,SSD,1920,1080,IPS Panel,2.3,Nvidia,Intel
941,955,Asus,Notebook,17.3,4,1024.0,Windows 10,2.8,530.0,HDD,1600,900,Plain,1.6,Nvidia,Intel
942,956,Acer,Notebook,15.6,4,500.0,Windows 10,2.23,619.0,HDD,1366,768,Plain,2.5,Intel,Intel
943,957,Toshiba,Notebook,15.6,8,256.0,Windows 10,2.2,1119.0,SSD,1366,768,Plain,2.3,Intel,Intel
944,958,Lenovo,2 in 1 Convertible,11.3,8,256.0,Windows 10,1.1,1299.0,SSD,1920,1080,IPS Panel,1.2,Intel,Intel
945,959,Lenovo,Gaming,15.6,16,512.0,Windows 10,2.5,999.0,SSD,1920,1080,IPS Panel,2.1,AMD,AMD
946,960,Dell,Ultrabook,12.5,8,256.0,Windows 10,1.36,1472.2,SSD,1920,1080,Full HD,2.5,Intel,Intel
947,961,Lenovo,Notebook,15.6,8,1024.0,No OS,2.2,685.0,HDD,1920,1080,Full HD,2.7,Nvidia,Intel
948,962,Dell,Notebook,17.3,4,1024.0,Windows 10,2.36,659.0,HDD,1600,900,Plain,2.0,AMD,Intel
949,963,Acer,Notebook,14.0,4,32.0,Chrome OS,1.68,349.0,Flash,1366,768,Plain,1.6,Intel,Intel
950,964,HP,Workstation,15.6,8,8.0,Windows 10,2.0,2249.0,SSD,1920,1080,IPS Panel,2.7,Nvidia,Intel
951,965,Dell,Ultrabook,14.0,8,256.0,Windows 10,1.36,1775.0,SSD,1920,1080,Full HD,2.8,Intel,Intel
952,966,Toshiba,Notebook,13.3,8,256.0,Windows 7,1.2,1460.0,SSD,1920,1080,Full HD,2.3,Intel,Intel
953,967,Asus,2 in 1 Convertible,12.5,8,64.0,Chrome OS,1.2,1159.0,Flash,1920,1080,Full HD,1.2,Intel,Intel
954,968,Lenovo,Ultrabook,14.0,8,256.0,Windows 10,1.7,1488.99,SSD,1920,1080,IPS Panel,2.6,Intel,Intel
955,969,Dell,Gaming,17.3,16,512.0,Windows 10,4.36,3154.0,SSD,3840,2160,IPS Panel,2.8,Nvidia,Intel
956,970,Dell,2 in 1 Convertible,13.3,8,256.0,Windows 10,1.24,1899.0,SSD,1920,1080,Full HD,1.2,Intel,Intel
957,971,HP,2 in 1 Convertible,11.6,4,256.0,Windows 10,1.45,775.0,SSD,1366,768,Touchscreen,1.1,Intel,Intel
958,972,Dell,Ultrabook,13.3,8,256.0,Windows 10,1.3,1268.0,SSD,3200,1800,Quad HD+,2.5,Intel,Intel
959,973,Acer,2 in 1 Convertible,11.6,4,32.0,Chrome OS,1.25,389.0,Flash,1366,768,IPS Panel,1.6,Intel,Intel
960,974,Toshiba,Notebook,13.3,8,256.0,Windows 10,1.2,1535.0,SSD,1920,1080,Full HD,2.4,Intel,Intel
961,975,Lenovo,Ultrabook,12.5,8,256.0,Windows 10,1.36,1760.0,SSD,1920,1080,IPS Panel,2.6,Intel,Intel
962,976,Acer,Notebook,15.6,12,128.0,Windows 10,2.4,1009.0,SSD,1920,1080,Full HD,2.5,Nvidia,Intel
963,977,Toshiba,Ultrabook,12.5,8,512.0,Windows 10,1.1,1790.0,SSD,1920,1080,Full HD,2.7,Intel,Intel
964,978,HP,Notebook,15.6,8,1024.0,Windows 10,2.04,846.5,HDD,1366,768,Plain,2.5,Nvidia,Intel
965,979,Dell,Notebook,15.6,4,1024.0,Linux,2.25,465.62,HDD,1366,768,Plain,2.0,AMD,Intel
966,980,Dell,Notebook,15.6,4,500.0,Windows 10,1.9,825.0,HDD,1366,768,Plain,2.5,Intel,Intel
967,981,HP,Notebook,15.6,4,500.0,Windows 10,2.04,685.0,HDD,1920,1080,Full HD,2.4,Intel,Intel
968,982,Dell,Gaming,17.3,32,256.0,Windows 10,4.42,3149.0,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
969,983,Lenovo,Notebook,15.6,6,256.0,Windows 10,2.4,695.0,SSD,1920,1080,Full HD,2.5,Nvidia,Intel
970,984,Dell,2 in 1 Convertible,13.3,16,512.0,Windows 10,1.22,1899.0,SSD,3200,1800,Quad HD+,1.3,Intel,Intel
971,985,Dell,Ultrabook,14.0,8,256.0,Windows 10,1.5,1962.98,SSD,2560,1440,Touchscreen,2.6,Intel,Intel
972,986,Dell,Gaming,17.3,32,256.0,Windows 10,4.42,2800.0,SSD,1920,1080,Full HD,2.6,Nvidia,Intel
973,987,Toshiba,Notebook,14.0,8,256.0,Windows 10,1.95,1180.0,SSD,1920,1080,Full HD,2.3,Intel,Intel
974,988,Asus,Gaming,17.3,16,256.0,Windows 10,2.73,2049.9,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
975,989,HP,Notebook,15.6,8,128.0,Windows 10,2.04,979.0,SSD,1920,1080,IPS Panel,2.7,Nvidia,Intel
976,990,Lenovo,Notebook,14.0,4,508.0,Windows 7,1.7,1002.0,Hybrid,1366,768,Plain,2.3,Intel,Intel
977,991,Asus,2 in 1 Convertible,15.6,16,512.0,Windows 10,2.3,1799.0,SSD,3840,2160,4K Ultra,2.7,Nvidia,Intel
978,992,HP,Notebook,15.6,6,1024.0,Windows 10,2.04,579.0,HDD,1366,768,Plain,2.7,Intel,Intel
979,993,Asus,Gaming,17.3,16,256.0,Windows 10,2.99,1749.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
980,994,Dell,2 in 1 Convertible,15.6,12,512.0,Windows 10,2.19,1299.0,SSD,1920,1080,IPS Panel,2.7,Intel,Intel
981,995,Toshiba,Notebook,13.3,4,128.0,Windows 7,1.2,1195.0,SSD,1920,1080,Full HD,2.3,Intel,Intel
982,996,Lenovo,Notebook,15.6,6,256.0,Windows 10,2.2,549.0,SSD,1920,1080,Full HD,3.6,AMD,AMD
983,997,Fujitsu,Notebook,15.6,4,256.0,Windows 10,2.3,649.0,SSD,1366,768,Plain,2.3,Intel,Intel
984,998,Toshiba,Notebook,14.0,4,500.0,Windows 10,1.75,915.0,HDD,1366,768,Plain,2.3,Intel,Intel
985,999,Dell,Notebook,15.6,4,500.0,Windows 10,2.25,599.0,HDD,1366,768,Plain,2.5,AMD,Intel
986,1000,HP,Notebook,15.6,8,1024.0,Windows 10,2.04,806.0,HDD,1920,1080,Full HD,2.5,Intel,Intel
987,1001,Lenovo,Gaming,15.6,8,128.0,Windows 10,2.5,1189.0,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
988,1002,Dell,Notebook,15.6,8,1024.0,Windows 10,2.36,749.0,HDD,1366,768,Plain,2.7,AMD,Intel
989,1003,Dell,Notebook,14.0,8,128.0,Windows 10,1.6,1119.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
990,1004,HP,Netbook,12.5,8,512.0,Windows 10,0.97,1908.0,SSD,1920,1080,Full HD,1.2,Intel,Intel
991,1005,HP,Notebook,15.6,4,128.0,Windows 10,2.1,499.0,SSD,1920,1080,Full HD,2.0,AMD,Intel
992,1006,Lenovo,Notebook,15.6,4,128.0,No OS,1.9,270.62,SSD,1366,768,Plain,1.1,Intel,Intel
993,1007,Lenovo,Notebook,15.6,8,256.0,Windows 10,2.3,1349.0,SSD,1920,1080,Full HD,2.3,Intel,Intel
994,1008,Dell,2 in 1 Convertible,13.3,8,256.0,Windows 10,1.68,889.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
995,1009,Asus,Notebook,13.3,8,256.0,Windows 10,1.4,1150.0,SSD,3200,1800,Quad HD+,2.5,Intel,Intel
996,1010,HP,Ultrabook,13.3,8,256.0,Windows 10,1.11,1349.0,SSD,1920,1080,IPS Panel,2.7,Intel,Intel
997,1011,Acer,Notebook,15.6,4,500.0,Windows 10,2.4,380.0,HDD,1366,768,Plain,1.1,Intel,Intel
998,1012,Asus,Gaming,15.6,16,256.0,Windows 10,2.5,1799.0,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
999,1013,HP,Ultrabook,14.0,8,512.0,Windows 10,1.48,2089.0,SSD,1920,1080,Full HD,2.7,Intel,Intel
1000,1014,Acer,Gaming,15.6,8,128.0,Windows 10,2.7,1260.0,SSD,1920,1080,IPS Panel,2.8,Nvidia,Intel
1001,1015,HP,Notebook,13.3,8,256.0,Windows 10,1.34,1189.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
1002,1016,Dell,Notebook,15.6,4,128.0,Windows 10,2.18,547.0,SSD,1366,768,Plain,2.4,Intel,Intel
1003,1017,HP,Notebook,14.0,4,500.0,Windows 10,1.64,779.0,HDD,1366,768,Plain,2.5,Intel,Intel
1004,1018,Toshiba,Notebook,13.3,4,128.0,Windows 10,1.2,1195.0,SSD,1920,1080,Full HD,2.3,Intel,Intel
1005,1019,HP,Notebook,14.0,4,256.0,Windows 10,1.48,1099.99,SSD,1366,768,Plain,2.4,Intel,Intel
1006,1020,HP,Notebook,14.0,4,256.0,Windows 10,1.95,1205.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
1007,1021,HP,Ultrabook,14.0,8,256.0,Windows 7,1.43,1449.0,SSD,1920,1080,Full HD,2.6,Intel,Intel
1008,1022,HP,Notebook,14.0,8,256.0,Windows 10,1.64,1049.26,SSD,1920,1080,Full HD,2.5,Nvidia,Intel
1009,1023,HP,Notebook,14.0,4,500.0,Windows 10,1.64,684.0,HDD,1366,768,Plain,2.4,Intel,Intel
1010,1024,Dell,Gaming,15.6,8,1024.0,Windows 10,2.65,949.0,Hybrid,1920,1080,Full HD,2.5,Nvidia,Intel
1011,1025,HP,Ultrabook,12.5,4,500.0,Windows 10,1.26,1539.0,HDD,1920,1080,Full HD,2.5,Intel,Intel
1012,1026,HP,Notebook,14.0,4,256.0,Windows 10,1.48,1590.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
1013,1027,HP,Ultrabook,14.0,8,256.0,Windows 10,1.54,1887.21,SSD,1920,1080,Full HD,2.5,Intel,Intel
1014,1028,HP,Notebook,13.3,4,500.0,Windows 10,1.49,800.0,HDD,1366,768,Plain,2.4,Intel,Intel
1015,1029,Toshiba,Notebook,13.3,8,256.0,Windows 10,1.5,1210.0,SSD,1366,768,Plain,2.3,Intel,Intel
1016,1030,HP,Notebook,15.6,4,256.0,Windows 10,2.04,769.99,SSD,1366,768,Plain,2.4,Intel,Intel
1017,1031,Lenovo,Notebook,17.3,16,512.0,Windows 7,2.4,2968.0,SSD,3840,2160,IPS Panel,2.7,Nvidia,Intel
1018,1032,Toshiba,Notebook,14.0,8,256.0,Windows 10,1.47,1490.0,SSD,1920,1080,IPS Panel,2.3,Intel,Intel
1019,1033,HP,Notebook,14.0,8,256.0,Windows 10,1.43,2229.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
1020,1034,Dell,2 in 1 Convertible,15.6,4,1024.0,Windows 10,2.08,795.99,HDD,1920,1080,IPS Panel,2.3,Intel,Intel
1021,1035,Toshiba,Ultrabook,13.3,8,256.0,Windows 10,1.2,1590.0,SSD,1920,1080,Full HD,2.3,Intel,Intel
1022,1036,HP,Notebook,13.3,8,256.0,Windows 10,1.11,1149.0,SSD,1920,1080,IPS Panel,2.5,Intel,Intel
1023,1037,HP,Notebook,14.0,8,256.0,Windows 10,1.64,1185.43,SSD,1920,1080,Full HD,2.7,Nvidia,Intel
1024,1038,Dell,Notebook,15.6,8,500.0,Windows 10,2.09,1046.44,HDD,1920,1080,Full HD,2.4,Intel,Intel
1025,1039,HP,Ultrabook,12.5,4,256.0,Windows 10,1.26,1559.0,SSD,1366,768,Plain,2.5,Intel,Intel
1026,1040,HP,Notebook,14.0,4,500.0,Windows 10,2.31,1189.0,HDD,1366,768,Plain,2.5,Intel,Intel
1027,1041,HP,Notebook,14.0,4,500.0,Windows 10,1.95,1060.0,HDD,1366,768,Plain,2.5,Intel,Intel
1028,1042,Dell,Ultrabook,13.3,8,256.0,Windows 10,1.29,1624.0,SSD,3200,1800,Quad HD+,2.5,Intel,Intel
1029,1043,HP,Notebook,17.3,8,256.0,Windows 10,2.63,1080.0,SSD,1920,1080,Full HD,2.5,Nvidia,Intel
1030,1044,HP,Notebook,14.0,4,256.0,Windows 10,1.64,973.0,SSD,1366,768,Plain,2.5,Intel,Intel
1031,1045,Acer,Notebook,15.6,6,1024.0,Windows 10,2.1,409.0,HDD,1366,768,Plain,3.0,AMD,AMD
1032,1046,MSI,Gaming,17.3,8,128.0,Windows 10,2.7,1191.8,SSD,1920,1080,Full HD,2.8,Nvidia,Intel
1033,1047,HP,Notebook,14.0,8,256.0,Windows 7,1.95,1195.0,SSD,1920,1080,Full HD,2.3,Intel,Intel
1034,1048,HP,Notebook,15.6,8,256.0,Windows 10,1.84,1228.99,SSD,1920,1080,Full HD,2.5,Intel,Intel
1035,1049,HP,Ultrabook,12.5,8,256.0,Windows 10,1.26,1349.0,SSD,1920,1080,Full HD,2.5,Intel,Intel
1036,1050,HP,Notebook,15.6,4,500.0,Windows 10,2.04,742.0,HDD,1366,768,Plain,2.5,Intel,Intel
1037,1051,Toshiba,Ultrabook,14.0,8,256.0,Windows 10,1.47,1725.0,SSD,1920,1080,IPS Panel,2.6,Intel,Intel
1038,1052,Dell,Notebook,15.6,8,256.0,Windows 7,2.09,1062.95,SSD,1920,1080,Full HD,2.4,Intel,Intel
